age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
106.69250811497561,retired,married,primary,no,4493.152805960877,no,no,telephone,6.617012825842417,may,663.3827634060219,5.317797572644695,-0.9158288921290303,-0.055737010843450056,unknown,yes
51.97560379928386,retired,married,secondary,no,4453.534284737965,yes,no,cellular,24.870996044565928,nov,199.82552519412894,1.2303874315637973,-1.5996263281308978,0.27011573033533065,unknown,no
85.64101333782149,technician,married,primary,no,-0.20757982690903898,yes,no,cellular,31.253941669527173,jul,109.24105579479102,1.212639060769286,-1.0345537844299995,0.16877599608142446,unknown,no
65.93060295627151,admin.,single,secondary,no,-212.7698420850413,yes,no,cellular,14.382636265838705,may,1349.1949387955349,1.7122477625756096,481.02349782351604,1.42979414840496,unknown,yes
61.11377076443055,unemployed,married,secondary,no,1802.21349522376,yes,no,cellular,11.859473870698032,may,235.10403971920692,11.852632618436248,-1.077304315654076,0.23369173883966288,unknown,no
56.285532266882846,technician,married,secondary,no,2796.4085328444803,yes,no,cellular,25.905322619335486,nov,260.2899218625026,1.099508015597924,-1.5123292523592555,0.0735603921895761,unknown,no
83.20928760809068,retired,married,secondary,no,3560.699761022149,yes,no,cellular,22.270132011348984,may,343.62865776872025,4.849608005516049,-1.0064780029797966,0.28622996104624965,unknown,no
54.430428844086876,blue-collar,single,secondary,no,103.23639054098817,yes,no,cellular,23.165387044993683,may,358.996637483319,1.1156033573739441,253.2654598809216,1.294883844983323,failure,no
60.988676681387716,management,married,secondary,no,2784.458659243683,no,no,cellular,21.019938897402348,nov,432.77228203808914,2.3858046008627154,-1.213496313725192,0.22517465290432181,unknown,no
58.23392670664105,retired,married,secondary,no,475.6451344127051,yes,no,cellular,14.092567556676736,may,201.36210022787967,2.51257518411183,224.9035830394566,1.2961474253796461,unknown,no
58.39313081377177,retired,single,secondary,no,2772.8415958020023,yes,no,cellular,25.971109082523647,may,36.54114259362544,9.168938372145785,353.7841383570141,3.969321590494147,other,no
76.93599996925485,retired,married,secondary,no,1072.3729324305032,yes,no,unknown,6.679353317621626,jun,535.3849397215433,2.492592092148108,-1.5414327372923442,0.3514466947977506,unknown,no
81.95688441377317,management,married,secondary,no,4319.611953943094,yes,yes,cellular,40.53602936907593,jul,113.8049326075097,18.108344462943595,-1.327799125302039,0.38197018276167977,unknown,no
58.26665586030059,retired,married,secondary,no,594.8091065144531,yes,no,cellular,32.600709272635065,jul,218.44892303011545,2.514516751864827,-1.237197978008932,0.08731195357048353,unknown,no
82.14772803619819,retired,divorced,tertiary,no,6571.761279353164,no,no,cellular,27.08860429104837,may,233.70421000586305,1.3397963956165118,434.22257666184913,3.8691645350854533,other,no
91.19198342033516,retired,married,secondary,no,0.16157807262763957,no,no,cellular,6.639020481820891,may,185.96123775043182,4.325788135006092,-0.8230994940647155,-0.1007214520380118,unknown,no
103.68222845291211,retired,married,tertiary,no,10848.248725676312,no,no,cellular,7.64318392322859,feb,189.9230337924282,1.0871283735786057,-1.4033750868231785,0.16259364991939407,unknown,no
89.60058220265854,retired,married,secondary,yes,-3.8745216734371843,no,yes,cellular,23.31975769264489,may,132.828455149129,1.365721210118016,-1.3855893002841406,0.16439320789919176,unknown,no
72.50457588352675,retired,married,secondary,no,29.53709006147675,yes,no,cellular,25.959054145371958,aug,98.58488693829958,3.786354953119494,-1.7233945220816418,0.046274393552575004,unknown,no
53.037444197575525,retired,single,secondary,no,7878.244157818913,yes,no,unknown,2.6621991413340864,jun,276.8835602076835,2.633799836518064,-1.5604934186600454,-0.2537351868706631,unknown,no
59.65011972178943,retired,single,secondary,yes,-1090.0519207993732,yes,no,unknown,2.5590554465445923,may,92.33796143174025,2.57782375992614,-1.427033643191038,0.05905913446758551,unknown,no
55.72378236025077,retired,married,primary,no,407.76449164407825,no,no,cellular,15.690007162341319,aug,98.77803655221791,5.173896841450275,-1.22409555392388,0.09621823174091021,unknown,no
